both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
AL101994    UNNAMED      1d12h        30.0         1004.0       0            175.5250569967351
AL111994    FLORENCE     6d18h        95.0         972.0        0            1804.6367046723099
AL121994    GORDON       13d6h        75.0         980.0        0            2878.321090977338
AL011995    ALLISON      8d0h         65.0         982.0        0            3549.348168693451
AL021995    BARRY        5d0h         60.0         989.0        0            1104.750611529239
AL031995    CHANTAL      10d0h        60.0         991.0        0            3490.4512588740417
AL041995    DEAN         5d0h         40.0         999.0        0            792.066167675483
AL051995    ERIN         6d12h        85.0         973.0        2            1625.184582158889
AL061995    UNNAMED      1d18h        30.0         1002.0       0            193.11020963849603
AL071995    FELIX        17d0h        120.0        929.0        0            6098.401792113644
AL081995    GABRIELLE    2d6h         60.0         988.0        0            205.74455463617934
AL091995    HUMBERTO     10d0h        95.0         968.0        0            2373.02374652687
AL101995    IRIS         16d0h        95.0         957.0        0            4652.023917684237
AL111995    JERRY        5d6h         35.0         1002.0       0            748.3096237446186
AL121995    KAREN        7d12h        45.0         1000.0       0            2088.5020973769147
AL131995    LUIS         15d0h        130.0        935.0        0            5068.114774665533
AL141995    UNNAMED      4d0h         30.0         1008.0       0            1152.1203818985973
AL151995    MARILYN      19d0h        100.0        949.0        1            3967.1184754654396
AL161995    NOEL         11d0h        65.0         987.0        0            2233.0915207518324
AL171995    OPAL         9d0h         130.0        916.0        1            1951.607439798724
AL181995    PABLO        3d18h        50.0         994.0        0            1472.5425445391984
AL191995    ROXANNE      13d6h        100.0        956.0        1            1641.479069196579
AL201995    SEBASTIEN    4d12h        55.0         1001.0       0            1025.0062035531669
AL211995    TANYA        7d0h         75.0         970.0        0            2573.739559294047
AL011996    ARTHUR       5d6h         45.0         992.0        0            2356.395676919973
AL021996    BERTHA       12d6h        100.0        960.0        1            5515.108898699979
AL031996    CESAR        4d0h         75.0         985.0        1            1399.8372542343964
AL041996    DOLLY        5d18h        70.0         989.0        2            1478.903257479937
AL051996    EDOUARD      18d0h        125.0        933.0        0            5265.372895582796
AL061996    FRAN         17d12h       105.0        946.0        1            4739.2868021710665
AL071996    GUSTAV       7d0h         40.0         1005.0       0            1619.4186648158611
AL081996    HORTENSE     12d18h       120.0        935.0        2            3756.1214301945492
AL091996    ISIDORE      8d0h         100.0        960.0        0            2769.081107652588
AL101996    JOSEPHINE    11d6h        60.0         970.0        0            5031.155718111923
AL111996    KYLE         1d6h         45.0         1001.0       0            121.09615538446162
AL121996    LILI         14d12h       100.0        960.0        1            4984.512079527415
AL131996    MARCO        13d6h        65.0         983.0        0            1782.5982610541128
AL011997    UNNAMED      2d0h         45.0         1003.0       0            847.0261323063362
AL021997    ANA          4d12h        40.0         1000.0       0            1058.1531369863064
AL031997    BILL         2d0h         65.0         986.0        0            975.3392493240322
AL041997    CLAUDETTE    3d18h        40.0         1003.0       0            826.4762936027371
AL051997    DANNY        11d0h        70.0         984.0        3            2155.2579288892866
AL061997    UNNAMED      1d18h        30.0         1008.0       0            465.1426758917221
AL071997    ERIKA        16d12h       110.0        946.0        0            4557.466111634226
AL081997    FABIAN       4d0h         40.0         1004.0       0            840.2416715474128
AL091997    GRACE        3d0h         40.0         999.0        0            1173.4789908387163
AL011998    ALEX         6d6h         45.0         1002.0       0            2032.5332443152024
AL021998    BONNIE       11d18h       100.0        954.0        1            3842.5862234767096
AL031998    CHARLEY      2d18h        60.0         1000.0       0            513.2374755542537
AL041998    DANIELLE     15d0h        90.0         960.0        0            5831.568557592486
AL051998    EARL         8d0h         85.0         964.0        1            3606.747709854788
AL061998    FRANCES      5d0h         55.0         990.0        0            762.4935604882527
AL071998    GEORGES      15d18h       135.0        937.0        7            4347.663049357654
AL081998    HERMINE      3d6h         40.0         999.0        0            499.90621531709166
AL091998    IVAN         8d18h        80.0         975.0        0            2912.3662071062786
AL101998    JEANNE       13d6h        90.0         969.0        0            3920.2911603577754
AL111998    KARL         6d6h         90.0         970.0        0            2974.765445300902
AL121998    LISA         5d0h         65.0         995.0        0            2282.73607597892
AL131998    MITCH        18d18h       155.0        905.0        1            6247.8884377077775
AL141998    NICOLE       8d12h        75.0         979.0        0            2669.345241337651
AL011999    ARLENE       6d6h         50.0         1006.0       0            684.8823574429601
AL021999    UNNAMED      0d12h        30.0         1004.0       0            116.9366505270496
AL031999    BRET         6d6h         125.0        944.0        1            786.8081660984325
AL041999    CINDY        12d12h       120.0        942.0        0            3241.307390352471
AL051999    DENNIS       15d18h       90.0         962.0        1            2550.1623872465457
AL061999    EMILY        4d6h         45.0         1004.0       0            743.2512418276997
AL071999    UNNAMED      1d18h        30.0         1006.0       0            200.94752364357814
AL081999    FLOYD        11d18h       135.0        921.0        3            3930.5448066542194
AL091999    GERT         12d0h        130.0        930.0        0            3600.294290283777
AL101999    HARVEY       2d18h        50.0         994.0        0            442.3235190348593
AL111999    UNNAMED      2d6h         30.0         1002.0       0            185.01892222288726
AL121999    UNNAMED      2d18h        30.0         1007.0       0            231.9501903787211
AL131999    IRENE        7d6h         95.0         958.0        2            2822.8168459808053
AL141999    JOSE         7d18h        85.0         979.0        1            2294.5808559565635
AL151999    KATRINA      3d18h        35.0         999.0        0            770.9137579830547
AL161999    LENNY        9d12h        135.0        933.0        4            1771.8518537113976
AL012000    UNNAMED      0d18h        25.0         1008.0       0            33.39602099912707
AL022000    UNNAMED      2d18h        30.0         1008.0       0            977.539466772169
AL032000    ALBERTO      21d12h       110.0        950.0        0            7116.967180267405
AL042000    UNNAMED      3d0h         30.0         1009.0       0            407.84358383211304
AL052000    BERYL        2d0h         45.0         1007.0       0            316.32255581514227
AL062000    CHRIS        2d0h         35.0         1008.0       0            464.89442995865534
AL072000    DEBBY        4d18h        75.0         991.0        3            1846.5640797741169
AL082000    ERNESTO      2d6h         35.0         1008.0       0            716.2114575817166
AL092000    UNNAMED      0d18h        30.0         1008.0       0            146.54367649127462
AL102000    FLORENCE     7d0h         70.0         985.0        0            1547.724021217636
AL112000    GORDON       6d18h        70.0         981.0        0            1965.9781777487763
AL122000    HELENE       10d6h        60.0         986.0        0            4179.214592372528
AL132000    ISAAC        12d18h       120.0        943.0        0            5106.247544245744
AL142000    JOYCE        6d18h        80.0         975.0        0            2033.0987162196152
AL152000    KEITH        7d18h        120.0        939.0        2            1122.5812446175923
AL162000    LESLIE       6d6h         60.0         973.0        0            3324.9434795104053
AL172000    MICHAEL      5d6h         85.0         965.0        0            1641.0580297807553
AL182000    NADINE       3d0h         50.0         999.0        0            867.4042616017172
AL192000    UNNAMED      4d12h        55.0         976.0        0            1619.0931206830892
AL012001    ALLISON      13d12h       50.0         1000.0       0            2314.579789162311
AL022001    UNNAMED      1d0h         25.0         1010.0       0            299.0335240320125
AL032001    BARRY        5d18h        60.0         990.0        0            888.3218474932089
AL042001    CHANTAL      7d18h        60.0         997.0        0            3206.0998766349935
AL052001    DEAN         7d0h         60.0         994.0        0            2555.079852399037
AL062001    ERIN         15d6h        105.0        968.0        0            4638.06828765361
AL072001    FELIX        11d6h        100.0        962.0        0            2857.494313688417
AL082001    GABRIELLE    10d0h        70.0         975.0        0            3217.9871729128918
AL092001    UNNAMED      0d12h        30.0         1005.0       0            98.30462018484211
AL102001    HUMBERTO     6d6h         90.0         970.0        0            1688.1722383978697
AL112001    IRIS         5d0h         125.0        948.0        1            1891.3379479974128
AL122001    JERRY        2d6h         45.0         1004.0       0            827.082779107034
AL132001    KAREN        4d12h        70.0         982.0        0            1134.745421031874
AL142001    LORENZO      3d18h        35.0         1007.0       0            964.1980727368654
AL152001    MICHELLE     8d0h         120.0        933.0        4            1459.511871784815
AL162001    NOEL         2d18h        65.0         986.0        0            559.8606529493987
AL172001    OLGA         11d12h       80.0         973.0        0            2230.3276139010386
AL012002    ARTHUR       4d18h        50.0         992.0        0            2251.3763985981195
AL022002    BERTHA       4d18h        35.0         1007.0       0            634.7324715927926
AL032002    CRISTOBAL    3d0h         45.0         999.0        0            286.82549668047864
AL042002    DOLLY        6d6h         50.0         997.0        0            1780.017632008303
AL052002    EDOUARD      4d18h        55.0         1002.0       0            518.6896786373077
AL062002    FAY          5d6h         50.0         998.0        0            567.3931180038636
AL072002    UNNAMED      1d0h         30.0         1013.0       0            149.61601499582096
AL082002    GUSTAV       6d12h        85.0         960.0        2            2564.615411701593
AL092002    HANNA        3d12h        50.0         1001.0       0            562.26441088591
AL102002    ISIDORE      13d0h        110.0        934.0        2            3293.2504159990604
AL112002    JOSEPHINE    2d0h         50.0         1004.0       0            531.0431392814105
AL122002    KYLE         21d18h       75.0         980.0        0            3498.3556537080485
AL132002    LILI         12d18h       125.0        938.0        4            3421.4368961649116
AL142002    UNNAMED      2d6h         30.0         1002.0       0            369.8094921459349
AL012003    ANA          9d12h        50.0         994.0        0            2836.9870860260494
AL022003    UNNAMED      0d18h        30.0         1008.0       0            201.87641648350285
AL032003    BILL         4d18h        50.0         997.0        0            1251.9579409499308
AL042003    CLAUDETTE    10d12h       80.0         979.0        1            3341.363639474915
AL052003    DANNY        10d18h       65.0         1000.0       0            2437.954646828508
AL062003    UNNAMED      1d18h        30.0         1010.0       0            685.4097764360746
AL072003    UNNAMED      1d12h        30.0         1016.0       0            248.22791256217425
AL082003    ERIKA        2d6h         65.0         986.0        1            855.3416837008845
AL092003    UNNAMED      0d18h        30.0         1007.0       0            136.79288162090504
AL102003    FABIAN       13d0h        125.0        939.0        0            4816.40916704581
AL112003    GRACE        2d18h        35.0         1007.0       0            691.2831844045852
AL122003    HENRI        5d0h         50.0         997.0        0            776.2062548593836
AL132003    ISABEL       14d0h        145.0        915.0        1            3603.228826198798
AL142003    UNNAMED      2d6h         30.0         1007.0       0            371.21673601224234
AL152003    JUAN         5d0h         90.0         969.0        1            1118.1488894756972
AL162003    KATE         14d6h        110.0        952.0        0            5372.819014109185
AL172003    LARRY        10d0h        55.0         993.0        0            954.9122509302124
AL182003    MINDY        3d6h         40.0         1002.0       0            658.1884148037699
AL192003    NICHOLAS     19d18h       60.0         990.0        0            4176.172542688362
AL202003    ODETTE       5d6h         55.0         993.0        0            1786.7861238650196
AL212003    PETER        3d12h        60.0         990.0        0            932.4766863761603
AL012004    ALEX         6d0h         105.0        957.0        0            2275.80333553311
AL022004    BONNIE       10d12h       55.0         1001.0       0            3449.384785086592
AL032004    CHARLEY      6d0h         130.0        941.0        5            2699.8678907522562
AL042004    DANIELLE     11d6h        95.0         964.0        0            2508.5170377102163
AL052004    EARL         2d0h         45.0         1009.0       0            914.8109743684661
AL062004    FRANCES      16d18h       125.0        935.0        5            4467.173258860795
AL072004    GASTON       6d12h        65.0         985.0        1            2568.4433576504366
AL082004    HERMINE      3d18h        50.0         1002.0       0            930.9415864865446
AL092004    IVAN         21d12h       145.0        910.0        1            6647.1216388732255
AL102004    UNNAMED      3d0h         30.0         1009.0       0            592.7913183804862
AL112004    JEANNE       15d18h       105.0        950.0        3            3075.1204245266026
AL122004    KARL         11d18h       125.0        938.0        0            4948.204744974272
AL132004    LISA         13d12h       65.0         987.0        0            3167.147718542372
AL142004    MATTHEW      2d18h        40.0         997.0        0            601.1955464354836
AL152004    NICOLE       1d18h        45.0         986.0        0            481.10515116733757
AL162004    OTTO         9d12h        45.0         995.0        0            1431.6787517786304
AL012005    ARLENE       5d12h        60.0         989.0        0            1782.3298711510843
AL022005    BRET         1d6h         35.0         1002.0       0            183.91114717020042
AL032005    CINDY        7d12h        65.0         991.0        1            2517.7002911408435
AL042005    DENNIS       13d12h       130.0        930.0        3            3202.4449041244616
AL052005    EMILY        10d12h       140.0        929.0        3            3506.0573160865893
AL062005    FRANKLIN     9d6h         60.0         997.0        0            2148.488730994398
AL072005    GERT         2d0h         40.0         1005.0       0            449.5493258868274
AL082005    HARVEY       11d6h        55.0         994.0        0            2449.8979583146147
AL092005    IRENE        13d18h       90.0         970.0        0            3538.99134933056
AL102005    TEN          5d0h         30.0         1008.0       0            972.1527084273739
AL112005    JOSE         1d0h         50.0         998.0        0            127.45803162860759
AL122005    KATRINA      7d12h        150.0        902.0        3            1684.9773667390539
AL132005    LEE          6d6h         35.0         1006.0       0            1758.7566493828494
AL142005    MARIA        12d12h       100.0        962.0        0            3805.1457659955804
AL152005    NATE         7d0h         80.0         979.0        0            2248.7143896933453
AL162005    OPHELIA      16d18h       75.0         976.0        0            4526.3324511990595
AL172005    PHILIPPE     6d18h        70.0         985.0        0            1359.6295979416598
AL182005    RITA         8d6h         155.0        895.0        1            1964.4351249122262
AL192005    NINETEEN     2d0h         30.0         1006.0       0            259.0498590710351
AL202005    STAN         3d18h        70.0         977.0        1            696.9304027295831
AL212005    UNNAMED      1d12h        45.0         997.0        0            602.2351469979918
AL222005    TAMMY        1d18h        45.0         1001.0       0            464.6123340498258
AL232005    TWENTY-TWO   6d12h        40.0         1005.0       0            1489.821260572564
AL242005    VINCE        3d6h         65.0         988.0        0            724.8216365907996
AL252005    WILMA        11d0h        160.0        882.0        3            2884.2357397908913
AL262005    ALPHA        2d6h         45.0         998.0        0            719.4992524922285
AL272005    BETA         4d6h         100.0        962.0        1            384.32534285932707
AL282005    GAMMA        8d0h         45.0         1002.0       0            1598.9775721992332
AL292005    DELTA        10d6h        60.0         980.0        0            3191.037998893606
AL302005    EPSILON      10d12h       75.0         981.0        0            2111.415288162106
AL312005    ZETA         8d18h        55.0         994.0        0            1208.4721848463128
AL012006    ALBERTO      9d0h         60.0         969.0        0            4387.950382373161
AL022006    UNNAMED      3d0h         45.0         998.0        0            1118.7967585050192
AL032006    BERYL        4d0h         50.0         1000.0       0            1151.5187156316385
AL042006    CHRIS        5d12h        55.0         1001.0       0            1325.5718152603122
AL052006    DEBBY        6d6h         45.0         999.0        0            1993.4204200584857
AL062006    ERNESTO      10d12h       65.0         985.0        0            2674.608276325196
AL072006    FLORENCE     15d6h        80.0         963.0        0            5312.439007603502
AL082006    GORDON       14d0h        105.0        955.0        0            5158.858982569035
AL092006    HELENE       15d6h        105.0        955.0        0            5131.968190330309
AL102006    ISAAC        5d18h        75.0         985.0        0            1687.8799527580957
AL012007    ANDREA       7d12h        65.0         998.0        0            1242.9736406844568
AL022007    BARRY        5d12h        50.0         990.0        0            1873.1334419372292
AL032007    CHANTAL      5d12h        60.0         964.0        0            2764.5929929536806
AL042007    DEAN         9d18h        150.0        905.0        2            4015.889314768596
AL052007    ERIN         4d18h        50.0         995.0        0            1116.3600504959559
AL062007    FELIX        6d6h         150.0        929.0        1            2143.098298530345
AL072007    GABRIELLE    3d6h         50.0         1004.0       0            770.9035453973978
AL082007    INGRID       6d6h         40.0         1002.0       0            1129.328408505962
AL092007    HUMBERTO     2d6h         80.0         985.0        1            376.3098788255771
AL102007    TEN          0d18h        30.0         1005.0       0            103.60134865056193
AL112007    JERRY        1d18h        35.0         1003.0       0            235.61424694067625
AL122007    KAREN        4d12h        65.0         988.0        0            1105.165758974502
AL132007    LORENZO      3d0h         70.0         990.0        1            322.2566497954402
AL142007    MELISSA      7d12h        35.0         1005.0       0            1724.0275578836186
AL152007    FIFTEEN      6d6h         45.0         996.0        0            1756.116206010954
AL162007    NOEL         13d0h        75.0         965.0        0            4045.123755167486
AL172007    OLGA         5d18h        50.0         1003.0       0            1746.4107359480151
AL012008    ARTHUR       2d0h         40.0         1004.0       0            205.93499625052476
AL022008    BERTHA       18d0h        110.0        952.0        0            5132.969521885225
AL032008    CRISTOBAL    4d6h         55.0         998.0        0            1150.4446800125347
AL042008    DOLLY        6d12h        85.0         963.0        2            1575.6860208862565
AL052008    EDOUARD      3d6h         55.0         996.0        0            622.1676905819526
AL062008    FAY          12d18h       60.0         986.0        0            2318.315706766367
AL072008    GUSTAV       11d12h       135.0        941.0        4            2717.5346298517425
AL082008    HANNA        11d12h       75.0         977.0        1            3465.250142178493
AL092008    IKE          14d6h        125.0        935.0        4            4882.772022692374
AL102008    JOSEPHINE    8d0h         55.0         994.0        0            1849.9167096706217
AL112008    KYLE         5d12h        75.0         984.0        1            1801.5532388132135
AL122008    LAURA        8d6h         70.0         990.0        0            2399.96001160059
AL132008    MARCO        1d18h        55.0         998.0        0            289.4489557471426
AL142008    NANA         3d6h         35.0         1004.0       0            690.1894867298389
AL152008    OMAR         7d18h        115.0        958.0        0            2118.8637270038676
AL162008    SIXTEEN      1d12h        25.0         1004.0       0            143.97523491473316
AL172008    PALOMA       8d12h        125.0        944.0        1            1363.508667801258
AL012009    ONE          3d12h        30.0         1006.0       0            996.6444395093264
AL022009    ANA          6d6h         35.0         1003.0       0            1672.0517949859345
AL032009    BILL         10d18h       115.0        943.0        0            5230.647756321602
AL042009    CLAUDETTE    1d12h        50.0         1005.0       0            345.8286747454549
AL052009    DANNY        2d15h        50.0         1006.0       0            501.99224916127963
AL062009    ERIKA        2d12h        45.0         1004.0       0            479.05853873084783
AL072009    FRED         11d18h       105.0        958.0        0            2958.527401149811
AL082009    EIGHT        1d12h        30.0         1008.0       0            355.09071732166416
AL092009    GRACE        9d0h         55.0         986.0        0            2798.689610969582
AL102009    HENRI        5d12h        45.0         1005.0       0            1291.9159021699113
AL112009    IDA          7d0h         90.0         975.0        1            1396.2012812667278
AL012010    ALEX         7d6h         95.0         946.0        1            1283.0381422071146
AL022010    TWO          2d18h        30.0         1005.0       0            695.0804761512154
AL032010    BONNIE       3d12h        40.0         1005.0       0            1046.083360353557
AL042010    COLIN        5d18h        50.0         1005.0       0            2030.0122256293448
AL052010    FIVE         7d18h        30.0         1007.0       0            1197.670360377156
AL062010    DANIELLE     12d12h       115.0        942.0        0            4835.8229390646175
AL072010    EARL         13d0h        125.0        927.0        1            5283.054913458963
AL082010    FIONA        5d18h        55.0         998.0        0            2218.8801846963365
AL092010    GASTON       7d6h         35.0         1005.0       0            2028.0479420434312
AL102010    HERMINE      5d6h         60.0         989.0        0            1297.9252855903096
AL112010    IGOR         14d18h       135.0        924.0        1            4642.327638383264
AL122010    JULIA        12d12h       120.0        948.0        0            3397.6002139277184
AL132010    KARL         4d12h        110.0        956.0        1            1108.3225262158742
AL142010    LISA         9d0h         75.0         982.0        0            1165.3999449192818
AL152010    MATTHEW      3d6h         50.0         998.0        0            1075.4694272813595
AL162010    NICOLE       2d12h        40.0         994.0        0            517.8458267965642
AL172010    OTTO         11d12h       75.0         976.0        0            3535.4939840999837
AL182010    PAULA        4d18h        90.0         981.0        0            899.2806875313278
AL192010    RICHARD      6d18h        85.0         977.0        1            971.9353610822318
AL202010    SHARY        2d0h         65.0         989.0        0            915.2328015471949
AL212010    TOMAS        12d12h       85.0         982.0        1            3495.055703173019
AL012011    ARLENE       2d18h        55.0         993.0        0            332.41688436959674
AL022011    BRET         7d0h         60.0         995.0        0            1405.2562871508314
AL032011    CINDY        3d0h         60.0         994.0        0            1574.1150936005304
AL042011    DON          3d0h         45.0         997.0        0            728.5714591767244
AL052011    EMILY        5d18h        45.0         1003.0       0            1535.3145488336418
AL062011    FRANKLIN     3d12h        40.0         1004.0       0            1451.1686593256911
AL072011    GERT         4d12h        55.0         1000.0       0            1493.382301081203
AL082011    HARVEY       3d12h        55.0         994.0        0            844.4873028814851
AL092011    IRENE        9d0h         105.0        942.0        5            2921.1682393385086
AL102011    TEN          2d0h         30.0         1006.0       0            344.4168795365382
AL112011    JOSE         3d0h         40.0         1006.0       0            788.1610146478162
AL122011    KATIA        15d18h       120.0        942.0        0            6510.24005978891
AL202011    UNNAMED      3d6h         40.0         1002.0       0            403.01472845039893
AL132011    LEE          4d18h        50.0         986.0        0            697.7416221072094
AL142011    MARIA        10d0h        70.0         983.0        0            3758.1509497961547
AL152011    NATE         5d6h         65.0         994.0        0            429.3243709547883
AL162011    OPHELIA      14d6h        120.0        940.0        0            4201.502976309861
AL172011    PHILIPPE     16d0h        80.0         976.0        0            3934.078634814215
AL182011    RINA         7d6h         100.0        966.0        0            818.0540717688806
AL192011    SEAN         6d18h        55.0         982.0        0            1346.0953632745534
AL012012    ALBERTO      4d18h        50.0         995.0        0            939.7442254490506
AL022012    BERYL        7d12h        60.0         992.0        0            2043.5441108834555
AL032012    CHRIS        7d12h        75.0         974.0        0            2738.441052162635
AL042012    DEBBY        4d0h         55.0         990.0        0            457.7375602508588
AL052012    ERNESTO      8d18h        85.0         973.0        2            2930.3520148286425
AL062012    FLORENCE     5d0h         50.0         1002.0       0            1649.3098930385086
AL072012    HELENE       9d6h         40.0         1004.0       0            3429.5000001601547
AL082012    GORDON       6d0h         95.0         965.0        1            2240.1746723271394
AL092012    ISAAC        11d18h       70.0         965.0        2            3465.5748194374382
AL102012    JOYCE        2d18h        35.0         1006.0       0            823.3722669630076
AL112012    KIRK         5d6h         90.0         970.0        0            1923.2559019622042
AL122012    LESLIE       14d12h       70.0         968.0        0            4007.8188140122447
AL132012    MICHAEL      10d6h        100.0        964.0        0            1765.668301020316
AL142012    NADINE       23d18h       80.0         978.0        0            5059.212078604453
AL152012    OSCAR        3d0h         45.0         994.0        0            746.3689577766694
AL162012    PATTY        2d12h        40.0         1005.0       0            76.1893125948034
AL172012    RAFAEL       13d18h       80.0         966.0        0            5445.665746189157
AL182012    SANDY        9d18h        100.0        940.0        3            2296.4576354315204
AL192012    TONY         4d18h        45.0         1000.0       0            1491.1415791087406
AL012013    ANDREA       3d0h         55.0         992.0        0            1319.8943350633501
AL022013    BARRY        5d0h         40.0         1003.0       0            1025.979823720723
AL032013    CHANTAL      3d0h         55.0         1003.0       0            1644.0429615774415
AL042013    DORIAN       12d12h       50.0         1002.0       0            3946.3633519565815
AL052013    ERIN         4d18h        40.0         1006.0       0            1188.4945915086926
AL062013    FERNAND      1d6h         50.0         1001.0       0            197.42118649899783
AL072013    GABRIELLE    8d18h        55.0         1003.0       0            1454.1817430384672
AL082013    EIGHT        0d18h        30.0         1008.0       0            69.54972051685489
AL092013    HUMBERTO     11d6h        80.0         979.0        0            2325.7779149863245
AL102013    INGRID       5d0h         75.0         983.0        0            651.6126788784939
AL112013    JERRY        8d0h         45.0         1005.0       0            1591.8298852364005
AL122013    KAREN        3d0h         55.0         998.0        0            486.19361700349344
AL132013    LORENZO      5d0h         45.0         1000.0       0            694.6935352791832
AL142013    MELISSA      6d6h         55.0         980.0        0            2323.5612903331016
AL152013    UNNAMED      3d18h        55.0         995.0        0            522.7490866799164
AL012014    ARTHUR       11d0h        85.0         973.0        2            2765.8676864343042
AL022014    TWO          4d0h         30.0         1012.0       0            1398.1176800546195
AL032014    BERTHA       11d6h        70.0         996.0        0            5428.862382809405
AL042014    CRISTOBAL    9d12h        75.0         963.0        0            3881.6449666781828
AL052014    DOLLY        2d12h        45.0         1000.0       0            552.3366187491758
AL062014    EDOUARD      11d12h       105.0        955.0        0            3522.3703054466305
AL072014    FAY          3d0h         70.0         983.0        1            874.572770708401
AL082014    GONZALO      8d12h        125.0        940.0        4            3197.5302636276037
AL092014    HANNA        8d18h        35.0         1000.0       0            1401.6515328101727
AL012015    ANA          6d12h        50.0         998.0        0            1093.989914207763
AL022015    BILL         5d0h         50.0         997.0        0            1211.5544664777392
AL032015    CLAUDETTE    3d12h        45.0         1003.0       0            1084.0649026416822
AL042015    DANNY        7d12h        110.0        960.0        0            1883.2360656925525
AL052015    ERIKA        3d18h        45.0         1001.0       0            1276.3265125793218
AL062015    FRED         7d12h        75.0         986.0        0            1692.6116577383189
AL072015    GRACE        4d0h         50.0         1000.0       0            1284.0379243446462
AL082015    HENRI        3d0h         45.0         1003.0       0            284.00883174033925
AL092015    NINE         4d12h        30.0         1006.0       0            690.4625749820825
AL102015    IDA          12d12h       45.0         1001.0       0            2306.485501207309
AL112015    JOAQUIN      18d6h        135.0        931.0        3            4474.25100366076
AL122015    KATE         4d18h        75.0         980.0        0            2178.073672418782
AL012016    ALEX         10d0h        75.0         978.0        0            4609.772237549095
AL022016    BONNIE       13d12h       40.0         1006.0       0            3327.328470985788
AL032016    COLIN        3d6h         50.0         987.0        0            1869.0444111620263
AL042016    DANIELLE     2d12h        40.0         1007.0       0            393.8765814923028
AL052016    EARL         4d6h         75.0         979.0        2            1124.8663686564357
AL062016    FIONA        7d12h        45.0         1004.0       0            2100.6463314354673
AL072016    GASTON       13d0h        105.0        955.0        0            3969.665555180026
AL082016    EIGHT        5d0h         30.0         1010.0       0            730.1108332816242
AL092016    HERMINE      11d0h        70.0         981.0        1            2140.807703358952
AL102016    IAN          5d0h         55.0         984.0        0            2221.838467695517
AL112016    JULIA        8d0h         45.0         1007.0       0            1081.9857421080433
AL122016    KARL         13d6h        60.0         980.0        0            4260.341745299374
AL132016    LISA         7d6h         45.0         999.0        0            1467.0141896264822
AL142016    MATTHEW      11d12h       145.0        934.0        4            2523.108293619313
AL152016    NICOLE       15d6h        120.0        950.0        0            3387.3988751281195
AL162016    OTTO         8d18h        100.0        975.0        1            1119.2409886978137
AL012017    ARLENE       6d12h        55.0         986.0        0            1905.674308358427
AL022017    BRET         1d15h        45.0         1007.0       0            767.1241651923212
AL032017    CINDY        4d12h        50.0         991.0        0            1216.3351866262217
AL042017    FOUR         2d0h         25.0         1009.0       0            724.9702388759915
AL052017    DON          1d12h        45.0         1005.0       0            459.2567094941178
AL062017    EMILY        2d6h         50.0         1001.0       0            429.7540924475559
AL072017    FRANKLIN     3d18h        75.0         981.0        1            950.6210861060116
AL082017    GERT         6d18h        95.0         962.0        0            2576.130607283711
AL092017    HARVEY       17d6h        115.0        937.0        2            4330.670524664333
AL112017    IRMA         14d12h       155.0        914.0        7            4109.621413770577
AL122017    JOSE         21d0h        135.0        938.0        0            4190.851753471879
AL132017    KATIA        4d0h         90.0         972.0        1            342.2059486377715
AL142017    LEE          15d12h       100.0        962.0        0            3897.483655466283
AL152017    MARIA        16d0h        150.0        908.0        2            4691.520235403294
AL162017    NATE         7d12h        80.0         981.0        2            3016.5825283734275
AL172017    OPHELIA      11d6h        100.0        957.0        1            3172.413124354338
AL182017    PHILIPPE     1d6h         35.0         1000.0       0            339.88868202817594
AL192017    RINA         5d0h         50.0         991.0        0            1186.007430574774
AL012018    ALBERTO      6d0h         55.0         990.0        0            1633.2284038077917
AL022018    BERYL        12d18h       70.0         991.0        0            4091.27098875875
AL032018    CHRIS        12d6h        90.0         969.0        0            3647.964402502335
AL042018    DEBBY        7d18h        45.0         998.0        0            2371.018269834401
AL052018    ERNESTO      4d6h         40.0         999.0        0            1860.8942830529054
AL062018    FLORENCE     19d6h        130.0        937.0        1            4545.462301589404
AL072018    GORDON       5d0h         60.0         996.0        0            1128.4844002763652
AL082018    HELENE       10d6h        95.0         967.0        0            3568.7577944249074
AL092018    ISAAC        7d12h        65.0         995.0        0            1946.211039588457
AL102018    JOYCE        9d12h        45.0         995.0        0            1920.0428338175616
AL112018    ELEVEN       1d0h         30.0         1007.0       0            74.40417697594911
AL122018    KIRK         6d12h        55.0         998.0        0            2490.9002965581813
AL132018    LESLIE       22d0h        80.0         968.0        0            5495.864064208422
AL142018    MICHAEL      9d0h         140.0        919.0        1            4513.312136104624
AL152018    NADINE       4d6h         55.0         995.0        0            679.9626796365002
AL162018    OSCAR        8d18h        95.0         952.0        0            3681.77857571878
AL012019    ANDREA       1d12h        35.0         1006.0       0            235.70877973333967
AL022019    BARRY        5d18h        65.0         993.0        1            775.6047761403611
AL032019    THREE        1d0h         30.0         1013.0       0            197.58587319996116
AL042019    CHANTAL      6d0h         35.0         1007.0       0            1257.3236424958204
AL052019    DORIAN       15d18h       160.0        910.0        5            4055.960460104754
AL062019    ERIN         3d6h         35.0         1002.0       0            521.6496473145501
AL072019    FERNAND      1d18h        45.0         1000.0       0            252.2402983379662
AL082019    GABRIELLE    8d12h        55.0         995.0        0            2784.0926169256604
AL092019    HUMBERTO     8d0h         110.0        950.0        0            1725.1123984214917
AL102019    JERRY        11d0h        90.0         976.0        0            2619.1683076395802
